pair,delta
"Key.space,'b'",0.16036629676818848
"'b','a'",0.08372902870178223
"'a','l'",0.12772202491760254
"'l','a'",0.3682739734649658
"'a','n'",0.11575174331665039
"'n','c'",0.08782696723937988
"'c','e'",0.1782243251800537
"'e',Key.space",0.058835744857788086
"Key.space,'i'",0.10025405883789062
"'i','s'",0.07575297355651855
"'s',Key.space",0.09596610069274902
"Key.space,'r'",0.08810186386108398
"'r','e'",0.04802417755126953
"'e','a'",1.0321400165557861
"'a','c'",0.4090099334716797
"'c','h'",0.17701411247253418
"'h','e'",0.11999368667602539
"'e','d'",0.17382502555847168
"'d',Key.enter",0.042864322662353516
"Key.enter,Key.backspace",1.4587428569793701
"Key.backspace,'.'",1.1384069919586182
"Key.space,Key.enter",0.7059552669525146
"Key.enter,Key.shift_r",0.5772418975830078
"Key.shift_r,'W'",0.07223892211914062
"'W','e'",0.15556907653808594
"'e',Key.space",0.08789491653442383
"Key.space,'h'",0.07604289054870605
"'h','a'",0.05601930618286133
"'a','v'",0.05222296714782715
"'v','e'",0.05584383010864258
"'e',Key.space",0.05997800827026367
"Key.space,'a'",0.1146552562713623
"'a','l'",0.10008382797241211
"'l','r'",0.11727190017700195
"'r','e'",0.04787802696228027
"'e','a'",0.05214285850524902
"'a','d'",0.2081143856048584
"'d','y'",0.13203668594360352
"'y',Key.space",0.04378819465637207
"Key.space,'s'",0.14799880981445312
"'s','e'",0.16405034065246582
"'e','e'",0.15889263153076172
"'e','n'",0.07607221603393555
"'n',Key.space",0.055963993072509766
"Key.space,'s'",0.06385087966918945
"'s','i'",0.1001889705657959
"'i','m'",0.05994606018066406
"'m','i'",0.11239910125732422
"'i','l'",0.12781691551208496
"'l','a'",0.07181000709533691
"'a','r'",0.07619524002075195
"'r',Key.space",0.06370782852172852
"Key.space,'b'",0.3261990547180176
"'b','i'",0.07201981544494629
"'i','l'",0.10791516304016113
"'l','l'",0.1409740447998047
"'l','s'",0.1631460189819336
"'s',Key.space",0.16768383979797363
"'i','n'",0.08336997032165527
"'n',Key.space",0.0721120834350586
"Key.backspace,Key.backspace",0.500128984451294
"Key.backspace,Key.backspace",0.0832509994506836
"Key.backspace,Key.backspace",0.0833740234375
"Key.backspace,Key.backspace",0.08420896530151367
"Key.backspace,Key.backspace",0.08431196212768555
"Key.backspace,Key.backspace",0.08372783660888672
"Key.backspace,Key.backspace",0.08334517478942871
"Key.backspace,Key.backspace",0.08415102958679199
"Key.backspace,Key.backspace",0.08356189727783203
"Key.backspace,Key.backspace",0.08313512802124023
"Key.backspace,Key.backspace",0.08307981491088867
"Key.backspace,Key.backspace",0.08380007743835449
"Key.backspace,Key.backspace",0.08378911018371582
"Key.backspace,Key.backspace",0.08347797393798828
"Key.backspace,Key.backspace",0.0834498405456543
"Key.backspace,Key.backspace",0.08332324028015137
"Key.backspace,Key.backspace",0.08310770988464355
"Key.backspace,Key.backspace",0.08308815956115723
"Key.backspace,Key.backspace",0.08417105674743652
"Key.backspace,Key.backspace",0.08348798751831055
"Key.backspace,Key.backspace",0.08339476585388184
"Key.backspace,Key.backspace",0.08337116241455078
"Key.backspace,Key.backspace",0.08418917655944824
"Key.backspace,Key.backspace",0.08314394950866699
"Key.backspace,Key.backspace",0.08399677276611328
"Key.backspace,Key.backspace",0.08405709266662598
"Key.backspace,Key.backspace",0.0841209888458252
"Key.backspace,Key.backspace",0.08415412902832031
"Key.backspace,Key.backspace",0.0843498706817627
"Key.backspace,Key.backspace",0.08340716361999512
"Key.backspace,Key.backspace",0.0833897590637207
"Key.backspace,Key.backspace",0.08308100700378418
"Key.backspace,Key.backspace",0.08311009407043457
"Key.backspace,Key.backspace",0.08333206176757812
"Key.backspace,Key.backspace",0.08316993713378906
"Key.backspace,Key.backspace",0.08315491676330566
"Key.backspace,Key.backspace",0.08359408378601074
"Key.backspace,Key.backspace",0.3937070369720459
"Key.enter,Key.enter",0.27025914192199707
"Key.enter,Key.backspace",0.9630308151245117
"Key.shift_r,'M'",0.08496594429016113
"'M','o'",0.14330697059631348
"'o','s'",0.10415887832641602
"'s','t'",0.051579952239990234
"'t',Key.space",0.04095101356506348
"Key.space,'o'",0.11103105545043945
"'o','f'",0.07738900184631348
"'f',Key.space",0.08667802810668945
"Key.space,'t'",0.08804106712341309
"'t','h'",0.10388708114624023
"'h','e'",0.07213068008422852
"'e',Key.space",0.07980012893676758
"Key.space,'p'",0.08812594413757324
"'p','u'",0.11610817909240723
"'u','b'",0.1039268970489502
"'b','l'",0.11513805389404297
"'l','i'",0.0638589859008789
"'i','c'",0.13191699981689453
"'c',Key.space",0.08425498008728027
"Key.cmd,'ç'",0.12624478340148926
"'s','i'",0.1239159107208252
"'i','d'",0.09193992614746094
"'d','e'",0.17509913444519043
"'e','s'",0.07583165168762207
"'s',Key.space",0.07198429107666016
"Key.space,'w'",0.2730276584625244
"'w','i'",0.12389612197875977
"'i','t'",0.23810887336730957
"'t','h'",0.11609816551208496
"'h',Key.space",0.13195586204528809
"Key.backspace,Key.backspace",0.14803385734558105
"Key.backspace,Key.backspace",0.14195704460144043
"Key.backspace,Key.backspace",0.10994577407836914
"Key.backspace,Key.backspace",0.2500033378601074
"Key.backspace,Key.backspace",0.16805195808410645
"Key.backspace,Key.backspace",0.11790108680725098
"Key.backspace,Key.backspace",0.2770817279815674
"Key.backspace,Key.backspace",0.11521100997924805
"Key.backspace,Key.backspace",0.14273905754089355
"Key.backspace,Key.backspace",0.1451702117919922
"Key.backspace,'s'",0.3639206886291504
"'s','i'",0.09607815742492676
"'i','d'",0.07991194725036621
"'d','e'",0.1520369052886963
"'e','s'",0.07599925994873047
"'s',Key.space",0.07187080383300781
"Key.space,'o'",0.4200160503387451
"'o','n'",0.12404394149780273
"'n',Key.space",0.08392596244812012
"Key.space,'b'",1.0320560932159424
"'b','e'",0.05593299865722656
"'e','t'",0.15305018424987793
"'t','t'",0.14512157440185547
"'t','e'",0.24487829208374023
"'e','r'",0.17607498168945312
"'r',Key.space",0.0999448299407959
"Key.space,'p'",0.03990507125854492
"'p','r'",0.10018706321716309
"'r','i'",0.13800787925720215
"'i','v'",0.3677968978881836
"'v','a'",0.07282733917236328
"'a','c'",0.2241957187652588
"'c','y'",0.13202619552612305
"'y',Key.space",0.4138967990875244
"Key.space,'a'",0.056113243103027344
"'a','s'",0.08001184463500977
"'s',Key.space",0.08789610862731934
"Key.space,'r'",0.1970679759979248
"'r','e'",0.07216310501098633
"'e','v'",0.18577098846435547
"'v','e'",0.07215476036071777
"'e','a'",0.11196422576904297
"'a','l'",0.00783991813659668
"'l','e'",0.2601139545440674
"'e','d'",0.1620030403137207
"'d',Key.space",0.07602310180664062
"Key.space,'b'",0.13135886192321777
"'b','y'",0.1785900592803955
"'y',Key.space",0.05328512191772461
"Key.space,'o'",0.12985968589782715
"'o','p'",0.1778721809387207
"'p','p'",0.12210297584533691
"'p','o'",0.09583806991577148
"'o','s'",0.09204888343811035
"'s','i'",0.15296506881713867
"'i','t'",0.14510798454284668
"'t','i'",0.11596393585205078
"'i','o'",0.08404183387756348
"'o','n'",0.0679013729095459
"'n',Key.space",0.06402182579040527
"Key.space,'t'",0.12798714637756348
"'t','o'",0.11588501930236816
"'o',Key.space",0.07624197006225586
"Key.space,'g'",0.44188785552978516
"'g','o'",0.05985903739929199
"'o','v'",0.12010478973388672
"'v','e'",0.07201123237609863
"'e','n'",0.1360161304473877
"'n','r'",0.030795812606811523
"'r','m'",0.1592998504638672
"'m','e'",0.08002424240112305
"'e','n'",0.06879878044128418
"'n','t'",0.10605430603027344
"'t',Key.space",0.03990578651428223
"Key.space,'p'",0.029232025146484375
"'p','l'",0.15201902389526367
"'l','a'",0.0629119873046875
"'a','n'",0.10506391525268555
"'n',Key.space",0.060073137283325195
"Key.space,Key.shift_r",0.5268471240997314
"Key.shift_r,'",0.12797904014587402
"Key.cmd,'ƒ'",0.07222986221313477
"'ƒ','c'",0.26672792434692383
"'c','a'",0.10799527168273926
"'a','r'",0.17931389808654785
"'r','n'",0.12270903587341309
"'n','i'",0.07927799224853516
"'i','v'",0.1007239818572998
"'v','o'",0.11734890937805176
"'o','r'",0.1078331470489502
"'r','e'",0.03587698936462402
"Key.backspace,Key.shift_r",0.8609039783477783
"Key.shift_r,'C'",0.07611417770385742
"'C','a'",0.12415003776550293
"'a','r'",0.17588567733764648
"'r','n'",0.07975292205810547
"'n','i'",0.06782841682434082
"'i','v'",0.10023379325866699
"'v','o'",0.12176108360290527
"'o','r'",0.08810305595397949
"'r','e'",0.05232691764831543
"'e',Key.space",0.2267289161682129
"Key.space,'a'",0.08793210983276367
"'a',Key.space",0.10422778129577637
"Key.space,'n'",0.09996318817138672
"'n','e'",0.06454992294311523
"'e','w'",0.051377058029174805
"'w',Key.space",0.08349895477294922
"Key.space,Key.shift_r",0.7967629432678223
"Key.shift_r,'I'",0.08798789978027344
"'I','n'",0.13589715957641602
"'n','t'",0.0718851089477539
"'t','e'",0.06803679466247559
"'e','r'",0.1038820743560791
"'r','n'",0.027772188186645508
"'n','e'",0.13547587394714355
"'e','t'",0.08787107467651367
"'t',Key.space",0.0679469108581543
"Key.space,'s'",0.16101694107055664
"'s','n'",0.07222914695739746
"'n','i'",0.1037287712097168
"'i','f'",0.1733102798461914
"'f','f'",0.14261770248413086
"'f','i'",0.1044161319732666
"'i','n'",0.05513286590576172
"'n','g'",0.05245828628540039
"'g',Key.space",0.15292596817016602
"Key.space,'d'",0.03603196144104004
"'d','e'",0.16901206970214844
"'e','v'",0.14101290702819824
"'v','i'",0.12364602088928223
"'i','c'",0.06017613410949707
"'c','e'",0.22074389457702637
"'e',Key.space",0.725322961807251
"Key.space,Key.shift_r",0.20520782470703125
"Key.shift_r,Key.cmd",0.18388128280639648
"Key.cmd,'√'",0.05960392951965332
"'√',Key.shift_r",0.6851069927215576
"Key.shift_r,'.'",0.4301128387451172
"'.',Key.space",0.09159398078918457
"Key.backspace,Key.backspace",0.12322711944580078
"Key.backspace,Key.space",0.11602401733398438
"Key.space,'a'",0.11207389831542969
"'a','n'",0.10390901565551758
"'n','d'",0.05581998825073242
"'d',Key.space",0.11211800575256348
"Key.space,'t'",0.3129849433898926
"'t','h'",0.06791090965270996
"'h','r'",0.10921597480773926
"'r','o'",0.06017804145812988
"'o','u'",0.06365609169006348
"'u','g'",0.12376904487609863
"'g','h'",0.07330179214477539
"'h',Key.space",0.08677816390991211
"Key.space,'i'",0.1582331657409668
"'i','n'",0.05642986297607422
"'n','c'",0.07532906532287598
"'c','i'",0.13524699211120605
"'i','d'",0.06792092323303223
"'d','e'",0.158066987991333
"'e','n'",0.09309506416320801
"'n','t'",0.10185098648071289
"'t','s'",0.09587597846984863
"'s',Key.space",0.11606407165527344
"Key.space,'s'",0.10416007041931152
"'s','u'",0.11969375610351562
"'u','c'",0.10605525970458984
"'c','h'",0.06421399116516113
"'h',Key.space",0.03572988510131836
"Key.space,'a'",0.07620596885681152
"'a','s'",0.051927804946899414
"'s',Key.space",0.1278541088104248
"Key.space,'t'",0.11232900619506836
"'t','h'",0.08794498443603516
"'h','e'",0.07995414733886719
"'e',Key.space",0.0801849365234375
"Key.space,Key.shift_r",0.3715689182281494
"Key.shift_r,'N'",0.08905911445617676
"'N','S'",0.05542588233947754
"'S','A'",0.11185312271118164
"'A','",0.7852468490600586
"','s'",0.08375120162963867
"'s',Key.space",0.13193702697753906
"Key.space,Key.backspace",1.0571069717407227
"Key.backspace,Key.backspace",0.1474449634552002
"Key.backspace,Key.backspace",0.13729476928710938
"Key.backspace,Key.backspace",0.5017201900482178
"Key.backspace,Key.backspace",0.08419394493103027
"Key.backspace,Key.backspace",0.08317303657531738
"Key.backspace,Key.backspace",0.08443307876586914
"Key.backspace,Key.backspace",0.08433890342712402
"Key.backspace,Key.backspace",0.08373308181762695
"Key.backspace,Key.backspace",0.0833578109741211
"Key.backspace,Key.backspace",0.08434414863586426
"Key.backspace,Key.backspace",0.08373188972473145
"Key.backspace,Key.backspace",0.08303427696228027
"Key.backspace,Key.backspace",0.08341574668884277
"Key.backspace,Key.backspace",0.08342599868774414
"Key.backspace,Key.backspace",0.08398008346557617
"Key.backspace,Key.backspace",0.08416295051574707
"Key.backspace,Key.backspace",0.08441400527954102
"Key.backspace,Key.backspace",0.08405399322509766
"Key.backspace,Key.backspace",0.08426022529602051
"Key.backspace,Key.backspace",0.08424782752990723
"Key.backspace,Key.backspace",0.08426403999328613
"Key.backspace,Key.backspace",0.08424186706542969
"Key.backspace,Key.backspace",0.08432412147521973
"Key.backspace,Key.backspace",0.08420801162719727
"Key.backspace,Key.backspace",0.09823894500732422
"Key.backspace,Key.backspace",0.1593639850616455
"Key.backspace,Key.backspace",0.14664506912231445
"Key.backspace,Key.backspace",0.16701602935791016
"Key.backspace,Key.backspace",0.25087881088256836
"Key.backspace,Key.backspace",0.16997504234313965
"Key.backspace,Key.backspace",0.14399003982543945
"Key.backspace,Key.backspace",0.15100693702697754
"Key.backspace,Key.backspace",0.14212989807128906
"Key.backspace,Key.backspace",0.15285205841064453
"Key.backspace,Key.backspace",0.1539912223815918
"Key.backspace,'b'",0.32268595695495605
"'b','a'",0.09194493293762207
"'a',Key.backspace",0.8381690979003906
"Key.backspace,Key.backspace",0.14030003547668457
"Key.backspace,Key.backspace",0.14301490783691406
"Key.backspace,Key.space",0.49798083305358887
"'t','h'",0.12364816665649414
"'h','r'",0.11996102333068848
"'r','o'",0.07226705551147461
"'o','u'",0.06398391723632812
"'u','g'",0.071990966796875
"'g','h'",0.07205915451049805
"'h',Key.space",0.06786680221557617
"Key.space,'b'",0.10818195343017578
"'b','a'",0.05592203140258789
"'a','l'",0.10811424255371094
"'l',Key.backspace",0.7294578552246094
"Key.backspace,'c'",0.18752002716064453
"'c','k'",0.06875395774841309
"'k','l'",0.14299893379211426
"'l','a'",0.09995698928833008
"'a','s'",0.259368896484375
"'s','h'",0.09978604316711426
"'h',Key.space",0.07593703269958496
"Key.space,'t'",0.18109583854675293
"'t','o'",0.07983207702636719
"'o',Key.space",0.08409619331359863
"Key.space,'p'",0.10770797729492188
"'p','r'",0.1242520809173584
"'r','o'",0.07617783546447754
"'o','g'",0.08390593528747559
"'g','r'",0.05999636650085449
"'r','a'",0.052025794982910156
"'a','m'",0.08004093170166016
"'m','s'",0.08791613578796387
"'s',Key.space",0.07183098793029785
"Key.space,'s'",0.08380007743835449
"'s','u'",0.11659693717956543
"'u','c'",0.0868828296661377
"'c','h'",0.07591390609741211
"'h',Key.space",0.04658913612365723
"Key.space,'a'",0.0568242073059082
"'a','s'",0.06400895118713379
"'s',Key.space",0.0678720474243164
"Key.space,Key.shift_r",0.20714879035949707
"Key.shift_r,'N'",0.11598610877990723
"'N','S'",0.05596184730529785
"'S','A'",0.06001615524291992
"'A',Key.backspace",0.43604207038879395
"Key.backspace,Key.backspace",0.12234687805175781
"Key.backspace,Key.backspace",0.12312602996826172
"Key.backspace,'t'",0.1298818588256836
"'t','h'",0.09973406791687012
"'h','e'",0.05621600151062012
"'e',Key.space",0.07979106903076172
"Key.space,Key.shift_r",0.14494895935058594
"Key.shift_r,'N'",0.0840139389038086
"'N','S'",0.05591225624084473
"'S','A'",0.06425595283508301
"'A','",0.3318667411804199
"','s'",0.11605095863342285
"'s',Key.space",0.10784411430358887
"Key.space,Key.cmd",0.5164139270782471
"Key.cmd,'†'",0.0478060245513916
"'†','n'",0.4460752010345459
"'n','s'",0.08565497398376465
"'s','a'",0.08292889595031738
"'a',Key.space",0.6668989658355713
"'p','r'",0.13086485862731934
"'r','o'",0.07596302032470703
"'o','j'",0.07240700721740723
"'j','e'",0.06380319595336914
"'e','c'",0.22095179557800293
"'c','t'",0.1832270622253418
"'t',Key.enter",0.12755894660949707
"Key.enter,Key.enter",0.11998510360717773
"Key.shift_r,'P'",0.10433101654052734
"'P','R'",0.15970087051391602
"'R','I'",0.13625121116638184
"'I','S'",0.39182305335998535
"'S','M'",0.07206988334655762
"'M',Key.space",0.17635297775268555
"Key.space,'p'",0.7075669765472412
"'p','r'",0.1665802001953125
"'r','o'",0.09159302711486816
"'o','g'",0.1275787353515625
"'g','r'",0.0723719596862793
"'r','a'",0.059609174728393555
"'a','m'",0.09624600410461426
"'m','.'",0.18702387809753418
"'.',Key.backspace",0.7438671588897705
"Key.backspace,Key.backspace",0.5911710262298584
"Key.backspace,Key.backspace",0.13135075569152832
"Key.backspace,Key.backspace",0.1312570571899414
"Key.backspace,Key.backspace",0.12439393997192383
"Key.backspace,Key.backspace",0.12356114387512207
"Key.backspace,Key.backspace",0.12514901161193848
"Key.backspace,Key.backspace",0.32996320724487305
"Key.backspace,'s'",0.1743149757385254
"'s','u'",0.09202885627746582
"'u','r'",0.055628061294555664
"'r','v'",0.2085719108581543
"'v','e'",0.09949302673339844
"'e','i'",0.15846991539001465
"'i','l'",0.18781495094299316
"'l','l'",0.13648605346679688
"'l','a'",0.063140869140625
"'a','n'",0.11211228370666504
"'n','c'",0.08429193496704102
"'c','e'",0.1869971752166748
"'e',Key.space",0.05162382125854492
"Key.space,'p'",0.13253402709960938
"'p','r'",0.1588449478149414
"'r','o'",0.0955820083618164
"'o','g'",0.10435700416564941
"'g','r'",0.04410505294799805
"'r','a'",0.06766486167907715
"'a','m'",0.031738996505737305
"'m','.'",0.17062115669250488
"'.',Key.space",0.07593107223510742
"Key.backspace,Key.backspace",0.16351008415222168
"Key.backspace,Key.backspace",0.1348409652709961
"Key.backspace,Key.backspace",0.1396501064300537
"Key.backspace,Key.backspace",0.15991711616516113
"Key.backspace,Key.backspace",0.14390778541564941
"Key.backspace,Key.backspace",0.14701509475708008
"Key.backspace,Key.backspace",0.14096689224243164
"Key.backspace,Key.backspace",0.2949941158294678
"Key.backspace,Key.backspace",0.1879568099975586
"Key.backspace,Key.backspace",0.1660311222076416
"Key.backspace,Key.backspace",0.14716291427612305
"Key.backspace,Key.backspace",0.14598608016967773
"Key.backspace,Key.backspace",0.25863122940063477
"Key.backspace,Key.backspace",0.40427279472351074
"Key.right,Key.space",0.40308094024658203
"Key.space,Key.shift_r",0.26784706115722656
"Key.shift_r,Key.shift_r",1.623678207397461
"Key.shift_r,'Y'",0.3642897605895996
"'Y','e'",0.14367198944091797
"'e','t'",0.07640504837036133
"'t',Key.space",0.24786710739135742
"Key.space,'o'",0.1647179126739502
"'o','n'",0.04037117958068848
"'n',Key.space",0.07552289962768555
"Key.space,'t'",0.05628490447998047
"'t','h'",0.09190797805786133
"'h','e'",0.0757439136505127
"'e',Key.space",0.07642507553100586
"Key.space,'o'",0.04017210006713867
"'o','t'",0.10781097412109375
"'t','h'",0.09168410301208496
"'h','e'",0.04407477378845215
"'e','r'",0.07248401641845703
"'r',Key.space",0.0484471321105957
"Key.space,'h'",0.06049084663391113
"'h','a'",0.1148831844329834
"'a','n'",0.1080319881439209
"'n','d'",0.06778693199157715
"'d',Key.space",0.26252079010009766
"Key.space,'c'",0.7827491760253906
"'c','o'",0.08360505104064941
"'o','r'",0.22291302680969238
"'r','p'",0.08434891700744629
"'p','o'",0.05976605415344238
"'o','r'",0.06852102279663086
"'r','a'",0.07573080062866211
"'a','t'",0.1198263168334961
"'t','i'",0.07589578628540039
"'i','o'",0.07633304595947266
"'o','n'",0.020048141479492188
"'n','s'",0.03149080276489258
"'s',Key.space",0.14690709114074707
"Key.space,'a'",0.008047819137573242
"'a','n'",0.1862630844116211
"'n','d'",0.19407200813293457
"'d',Key.space",0.05553913116455078
"Key.space,'g'",0.13252592086791992
"'g','o'",0.07868289947509766
"'o','v'",0.09992218017578125
"'v','e'",0.060376882553100586
"'e','r'",0.1441020965576172
"'r','n'",0.020944833755493164
"'n','m'",0.16973423957824707
"'m','e'",0.015882015228271484
"'e','n'",0.1383528709411621
"'n','t'",0.06774187088012695
"'t','s'",0.05228900909423828
"'s',Key.space",0.09593009948730469
"Key.space,'s'",0.07963919639587402
"'s','e'",0.09639668464660645
"'e','e'",0.1961231231689453
"'e','n'",0.11918115615844727
"'n',Key.backspace",0.22516584396362305
"Key.backspace,'m'",0.18155503273010254
"'m',Key.space",0.08800387382507324
"Key.space,'t'",0.3748891353607178
"'t','o'",0.10004711151123047
"'o',Key.space",0.0716097354888916
"Key.space,'s'",0.11607718467712402
"'s','t'",0.09227800369262695
"'t','a'",0.06002998352050781
"'a','y'",0.11972999572753906
"'y',Key.space",0.07223796844482422
"Key.space,Key.backspace",0.4976658821105957
"Key.backspace,Key.backspace",0.12108230590820312
"Key.backspace,Key.backspace",0.13940095901489258
"Key.backspace,'r'",0.25148797035217285
"'r','a'",0.043875694274902344
"'a','y'",0.09598636627197266
"'y',Key.space",0.06801581382751465
"Key.space,'o'",0.11400222778320312
"'o','n'",0.07217097282409668
"'n',Key.space",0.05971384048461914
"Key.space,'t'",0.04806208610534668
"'t','h'",0.0998847484588623
"'h','e'",0.09657716751098633
"'e',Key.space",0.11610102653503418
"Key.space,'o'",0.26224374771118164
"'o','t'",0.11357331275939941
"'t','h'",0.10924267768859863
"'h','e'",0.0794382095336914
"'e','r'",0.040010929107666016
"'r',Key.space",0.534247875213623
"Key.space,'s'",0.14173221588134766
"'s','i'",0.11209297180175781
"'i','d'",0.09241199493408203
"'d','e'",0.17190003395080566
"'e',Key.space",0.1595618724822998
"Key.space,'b'",0.13348889350891113
"'b','e'",0.10001730918884277
"'e','l'",0.07956981658935547
"'l','i'",0.060090065002441406
"'i','e'",0.05634808540344238
"'e','v'",0.18897771835327148
"'v','i'",0.17162227630615234
"'i','n'",0.04033493995666504
"'n','g'",0.07560420036315918
"'g',Key.space",0.11792373657226562
"Key.space,'t'",0.10433793067932129
"'t','h'",0.08009219169616699
"'h','a'",0.06753683090209961
"'a','t'",0.07735395431518555
"'t',Key.space",0.05872821807861328
"Key.space,'t'",0.6134648323059082
"'t','h'",0.09606313705444336
"'h','e'",0.0928499698638916
"'e','y'",0.08803796768188477
"'y',Key.space",0.044268131256103516
"Key.space,'c'",0.534721851348877
"'c','a'",0.04803204536437988
"'a','n'",0.05553603172302246
"'n',Key.space",0.0610048770904541
"Key.space,'s'",0.10267210006713867
"'s','o'",0.05973005294799805
"'o','l'",0.1690990924835205
"'l','e'",0.09150195121765137
"'e','l'",0.08921408653259277
"'l','y'",0.11087679862976074
"'y',Key.space",0.12595796585083008
"Key.space,'b'",0.6962981224060059
"'b','e'",0.08803105354309082
"'e',Key.space",0.08795881271362305
"Key.space,Key.backspace",0.6946852207183838
"Key.backspace,Key.backspace",0.1442427635192871
"Key.backspace,Key.backspace",0.12402105331420898
"Key.backspace,Key.backspace",0.13515400886535645
"Key.backspace,Key.backspace",0.12686395645141602
"Key.backspace,Key.backspace",0.13295388221740723
"Key.backspace,Key.backspace",0.1400010585784912
"Key.backspace,Key.backspace",0.13163328170776367
"Key.backspace,Key.backspace",0.12134289741516113
"Key.backspace,Key.backspace",0.14818596839904785
"Key.backspace,'a'",0.5223360061645508
"'a','c'",0.20511388778686523
"'c','t'",0.18499302864074707
"'t',Key.space",0.04805421829223633
"Key.space,'r'",0.13205981254577637
"'r','e'",0.0638577938079834
"'e','s'",0.24315643310546875
"'s','p'",0.11183786392211914
"'p','o'",0.028169870376586914
"'o','n'",0.12012100219726562
"'n','s'",0.13183808326721191
"'s','i'",0.09590697288513184
"'i','b'",0.10000300407409668
"'b','l'",0.11596202850341797
"'l','y'",0.10411286354064941
"'y',Key.space",0.0597681999206543
"Key.space,'o'",0.09997797012329102
"'o','n'",0.10809898376464844
"'n',Key.space",0.04930686950683594
"Key.space,'p'",0.77665114402771
"'p','r'",0.05993485450744629
"'r','i'",0.12513208389282227
"'i','v'",0.07231402397155762
"'v','a'",0.06377100944519043
"'a','c'",0.7079470157623291
"'c',Key.backspace",0.23499393463134766
"Key.backspace,Key.backspace",0.16897916793823242
"Key.backspace,Key.backspace",0.13836884498596191
"Key.backspace,'t'",0.33177900314331055
"'t','e'",0.08013105392456055
"'e',Key.space",0.10348176956176758
"Key.space,Key.backspace",0.28298330307006836
"Key.backspace,Key.backspace",0.14701485633850098
"Key.backspace,Key.backspace",0.1410229206085205
"Key.backspace,Key.backspace",0.12710309028625488
"Key.backspace,Key.backspace",0.14022493362426758
"Key.backspace,Key.backspace",0.1998441219329834
"Key.backspace,'p'",0.31120896339416504
"'p','e'",0.05985212326049805
"'e','r'",0.07981681823730469
"'r','s'",0.20704889297485352
"'s','o'",0.3032572269439697
"'o','n'",0.08772993087768555
"'n','a'",0.07204294204711914
"'a','l'",0.22221112251281738
"'l','l'",0.17367076873779297
"'l','y'",0.14200210571289062
"'y',Key.space",0.08811211585998535
"Key.space,'i'",0.20314908027648926
"'i','d'",0.07176399230957031
"'d','e'",0.1602327823638916
"'e','n'",0.07592415809631348
"'n','t'",0.05611300468444824
"'t','i'",0.16884899139404297
"'i','f'",0.0757749080657959
"'f','i'",0.12128782272338867
"'i','c'",0.0987861156463623
"'c','a'",0.11818218231201172
"'a','b'",0.14786791801452637
"'b','l'",0.08803296089172363
"'l','e'",0.10005784034729004
"'e',Key.space",0.09182119369506836
"Key.space,'i'",0.06408810615539551
"'i','n'",0.06407690048217773
"'n','f'",0.5429871082305908
"'f','o'",0.06007671356201172
"'o','r'",0.14190220832824707
"'r','m'",0.19407296180725098
"'m','a'",0.09893202781677246
"'a','t'",0.07608699798583984
"'t','i'",0.059845924377441406
"'i','o'",0.04398703575134277
"'o','n'",0.04394412040710449
"'n',Key.space",0.45719289779663086
"'w','i'",0.10395693778991699
"'i','t'",0.10136985778808594
"'t','h'",0.07584190368652344
"'d','e'",0.2070603370666504
"'e','s'",0.0679936408996582
"'s','p'",0.29394102096557617
"'p','i'",0.08404707908630371
"'i','t'",0.3167550563812256
"'t','e'",0.06797289848327637
"'e',Key.space",0.13194799423217773
"Key.space,'i'",0.18194031715393066
"'i','n'",0.0635688304901123
"'n','c'",0.15872573852539062
"'c','i'",0.1215522289276123
"'i','d'",0.10986900329589844
"'d','e'",0.16695618629455566
"'e','n'",0.0841379165649414
"'n','t'",0.0880279541015625
"'t','s'",0.07194375991821289
"'s',Key.space",0.11591315269470215
"Key.space,'s'",0.49579310417175293
"'s','u'",0.07216477394104004
"'u','c'",0.1510152816772461
"'c','h'",0.06812167167663574
"'h',Key.space",0.05178236961364746
"Key.space,'a'",0.055957794189453125
"'a','s'",0.06017708778381348
"'s',Key.space",0.04426693916320801
"Key.space,Key.shift_r",0.25797200202941895
"Key.shift_r,'F'",0.06411218643188477
"'F','a'",0.22528576850891113
"'a','c'",0.20819616317749023
"'c','e'",0.20651483535766602
"'e','b'",0.0920109748840332
"'b','o'",0.06797409057617188
"'o','o'",0.13709187507629395
"'o','k'",0.3258860111236572
"'k','",0.1682600975036621
"','s'",0.06800007820129395
"'s',Key.space",0.08798480033874512
"Key.space,Key.shift_r",0.15584015846252441
"Key.shift_r,'C'",0.08011579513549805
"'C','a'",0.11510705947875977
"'a','m'",0.09587693214416504
"'m','b'",0.17015433311462402
"'b',Key.space",0.015669584274291992
"Key.space,'r'",0.08010625839233398
"'r','i'",0.11517715454101562
"'i','d'",0.06427693367004395
"'d','g'",0.14566397666931152
"'g','e'",0.06302189826965332
"'e',Key.backspace",0.25084400177001953
"Key.backspace,Key.backspace",0.14599108695983887
"Key.backspace,Key.backspace",0.12584686279296875
"Key.backspace,Key.backspace",0.13440418243408203
"Key.backspace,Key.backspace",0.10181689262390137
"Key.backspace,Key.backspace",0.10991311073303223
"Key.backspace,'r'",0.21812176704406738
"'r','i'",0.08791613578796387
"'i','d'",0.10816788673400879
"'d','g'",0.3788490295410156
"'g','e'",0.06398892402648926
"'e',Key.space",0.10773825645446777
"Key.space,Key.shift_r",0.17919492721557617
"Key.shift_r,'A'",0.07196211814880371
"'A','n'",0.13936686515808105
