pair,delta
"Key.shift,'G'",0.1560072898864746
"'G','o'",0.11565804481506348
"'o','o'",0.13048291206359863
"'o',Key.backspace",0.7106099128723145
"Key.backspace,Key.backspace",0.12516093254089355
"Key.backspace,Key.backspace",0.39386701583862305
"Key.backspace,Key.shift",0.1324000358581543
"Key.shift,'#'",0.3646552562713623
"'#','#'",0.17132186889648438
"'#',Key.space",0.1402440071105957
"Key.space,'G'",0.19604277610778809
"'G','o'",0.2682633399963379
"'o','o'",0.4871487617492676
"'o','g'",0.12731003761291504
"'g','l'",0.11811304092407227
"'l','e'",0.12847375869750977
"'e','",0.3268423080444336
"','s'",0.16155385971069336
"'s',Key.space",0.10438799858093262
"Key.space,'w'",0.15012311935424805
"'w','a'",0.11605978012084961
"'a','y'",0.14502716064453125
"'y','s'",0.14360904693603516
"'s',Key.space",0.035713911056518555
"Key.space,'n'",0.1994950771331787
"'n','a'",0.08003997802734375
"'a',Key.backspace",0.9520361423492432
"Key.backspace,Key.backspace",0.11481499671936035
"Key.backspace,'a'",0.13634681701660156
"'a','n'",0.13183999061584473
"'n','d'",0.044029951095581055
"'d',Key.space",0.0722041130065918
"Key.space,'m'",0.15478014945983887
"'m','e'",0.08397269248962402
"'e','a'",0.10402321815490723
"'a','n'",0.08005499839782715
"'n','s'",0.14440703392028809
"'s',Key.space",0.16159582138061523
"Key.space,Key.shift",0.15011096000671387
"Key.shift,'('",0.15576601028442383
"'(','V'",0.7641241550445557
"'V','a'",0.25682902336120605
"'a','i'",0.10357880592346191
"'i','d'",0.6562139987945557
"'d','y'",0.14994502067565918
"'y','a'",0.4852931499481201
"'a','n'",0.10016703605651855
"'n','a'",0.16185593605041504
"'a','t'",0.18694090843200684
"'t','h'",0.1041560173034668
"'h','a'",0.18383288383483887
"'a','n'",0.0998992919921875
"'n',Key.space",0.15175294876098633
"Key.space,Key.shift",1.213047981262207
"Key.shift,')'",0.05999112129211426
"')',Key.enter",0.5294280052185059
"Key.enter,Key.shift",1.1457808017730713
"Key.shift,'#'",0.9120309352874756
"'#','#'",0.32808899879455566
"'#',Key.space",0.23587608337402344
"Key.space,'T'",0.30383801460266113
"'T','h'",0.11224579811096191
"'h','e'",0.08835625648498535
"'e',Key.backspace",0.7685251235961914
"Key.backspace,'e'",0.6148836612701416
"'e',Key.space",0.1739671230316162
"Key.space,Key.shift",0.41558194160461426
"Key.shift,'G'",0.13133001327514648
"'G','o'",0.17696118354797363
"'o','o'",0.13718605041503906
"'o','g'",0.0556027889251709
"'g','l'",0.155411958694458
"'l',Key.backspace",0.9350979328155518
"Key.backspace,Key.backspace",0.12897920608520508
"Key.backspace,Key.backspace",0.26083993911743164
"Key.backspace,Key.backspace",0.17801904678344727
"Key.backspace,Key.backspace",0.1809859275817871
"Key.backspace,Key.backspace",0.557053804397583
"Key.backspace,Key.space",0.45078229904174805
"Key.space,'g'",0.2291719913482666
"'g','o'",0.06404399871826172
"'o','o'",0.22392773628234863
"'o','g'",0.3420553207397461
"'g','l'",0.11568689346313477
"'l','i'",0.4172708988189697
"'i','z'",0.1484529972076416
"'z','a'",0.2072129249572754
"'a','t'",0.14833998680114746
"'t','i'",0.0235440731048584
"'i','o'",0.0844271183013916
"'o','n'",0.0594029426574707
"'n',Key.space",0.20850610733032227
"Key.space,'o'",0.09603691101074219
"'o','f'",0.09601616859436035
"'f',Key.space",0.07544279098510742
"Key.space,'u'",0.16962504386901855
"'u','s'",0.050395965576171875
"'s',Key.shift",0.1703939437866211
"Key.shift,':'",0.07624125480651855
"':',Key.space",0.07952308654785156
"Key.space,'p'",0.23253989219665527
"'p','r'",0.10381269454956055
"'r','i'",0.100067138671875
"'i','v'",0.13964104652404785
"'v','a'",0.08027195930480957
"'a','c'",0.27407312393188477
"'c','y'",0.4334750175476074
"'y',Key.space",0.13522100448608398
"Key.space,'a'",0.07136893272399902
"'a','n'",0.09992289543151855
"'n','d'",0.04345703125
"'d',Key.space",0.08422303199768066
"Key.space,'t'",0.12827110290527344
"'t','e'",0.17377686500549316
"'e',Key.backspace",0.3071610927581787
"Key.backspace,Key.backspace",0.1040048599243164
"Key.backspace,'e'",0.10398697853088379
"'e','i'",0.13594913482666016
"'i','t'",0.039476871490478516
"'t','h'",0.1716022491455078
"'h','i'",0.19212961196899414
"'i',Key.backspace",0.3336052894592285
"Key.backspace,Key.backspace",0.11292099952697754
"Key.backspace,Key.backspace",0.1061849594116211
"Key.backspace,Key.backspace",0.48706579208374023
"Key.backspace,'t'",0.3008403778076172
"'t','h'",0.09619569778442383
"'h','i'",0.08809232711791992
"'i','c'",0.1489408016204834
"'c','s'",0.14800286293029785
"'s',Key.space",0.09164810180664062
"Key.space,'o'",0.1884150505065918
"'o','f'",0.09603095054626465
"'f',Key.space",0.08779311180114746
"Key.space,'s'",0.12421464920043945
"'s','e'",0.13395023345947266
"'e','a'",0.14395499229431152
"'a','r'",0.03974103927612305
"'r','c'",0.2922978401184082
"'c','h'",0.08770012855529785
"'h',Key.space",0.13611602783203125
"Key.space,'e'",0.23510479927062988
"'e','n'",0.09968829154968262
"'n','g'",0.1350867748260498
"'g','i'",0.10419011116027832
"'i','n'",0.06406903266906738
"'n','e'",0.13594388961791992
"'e','s'",0.21594715118408203
"'s',Key.enter",0.18894195556640625
"Key.enter,Key.shift",0.5019199848175049
"Key.shift,'#'",0.3281259536743164
"'#','#'",0.14738798141479492
"'#',Key.space",0.11597299575805664
"Key.space,'G'",1.2163209915161133
"'G','o'",0.21924614906311035
"'o','o'",0.13286304473876953
"'o','g'",0.09218478202819824
"'g','l'",0.11911129951477051
"'l','e'",0.0913388729095459
"'e','",0.1432809829711914
"','s'",0.1643078327178955
"'s',Key.space",0.12688732147216797
"Key.space,Key.shift",0.3443257808685303
"Key.shift,'""'",0.10096311569213867
"'""','i'",0.5748229026794434
"'i','n'",0.08772397041320801
"'n','f'",0.06817007064819336
"'f','r'",0.29102587699890137
"'r','s'",0.2492990493774414
"'s',Key.backspace",0.32929301261901855
"Key.backspace,'a'",0.06366991996765137
"'a','s'",0.08401012420654297
"'s','t'",0.2180938720703125
"'t','r'",0.18794512748718262
"'r','u'",0.13216614723205566
"'u','c'",0.13070082664489746
"'c','t'",0.2064990997314453
"'t','u'",0.11063075065612793
"'u','r'",0.08840703964233398
"'r','a'",0.1555640697479248
"'a','l'",0.12399101257324219
"'l',Key.space",0.12455296516418457
"Key.space,'i'",0.30812811851501465
"'i','m'",0.18791699409484863
"'m','p'",0.18801307678222656
"'p','e'",0.11189079284667969
"'e','r'",0.10001897811889648
"'r','i'",0.19719719886779785
"'i','a'",0.15059876441955566
"'a','l'",0.12028813362121582
"'l','i'",0.13974285125732422
"'i','s'",0.08835101127624512
"'s','m'",0.38989734649658203
"'m',Key.shift",0.29594874382019043
"Key.shift,'""'",0.20786404609680176
"'""','.'",0.6089987754821777
"'.',Key.space",0.20108914375305176
"Key.space,Key.shift",0.1898200511932373
"Key.shift,'W'",0.11593890190124512
"'W','h'",0.07232093811035156
"'h','a'",0.12093806266784668
"'a','t'",0.10432720184326172
"'t',Key.space",0.011265039443969727
"Key.space,'w'",0.18648290634155273
"'w','o'",0.0717308521270752
"'o','u'",0.14020609855651855
"'u','l'",0.16504502296447754
"'l','d'",0.05618476867675781
"'d',Key.space",0.16959309577941895
"Key.space,Key.shift",0.14700007438659668
"Key.shift,'F'",0.6842069625854492
"'F','o'",0.19479107856750488
"'o','u'",0.1202230453491211
"'u','c'",0.0995938777923584
"'c','a'",0.14422607421875
"'a','u'",0.1543130874633789
"'u','l'",0.1401360034942627
"'l','t'",0.8316121101379395
"'t',Key.space",0.1235957145690918
"Key.space,'s'",0.1801750659942627
"'s','a'",0.14407610893249512
"'a','y'",0.12397098541259766
"'y',Key.shift",0.09597396850585938
"Key.shift,'?'",0.1280360221862793
"'-',Key.space",0.11247467994689941
"Key.shift,'D'",0.16385102272033691
"'D','e'",0.20850396156311035
"'e','b'",0.2006988525390625
"'b','o'",0.09602093696594238
"'o','r'",0.13199734687805176
"'r','d'",0.20544886589050293
"'d',Key.space",0.11194300651550293
"Key.space,'z'",0.3043699264526367
"'z','e'",0.15685105323791504
"'e','r'",0.09219193458557129
"'r','o'",0.09583401679992676
"'o','e'",0.10413694381713867
"'e','s'",0.22278189659118652
"'s',Key.backspace",0.39826202392578125
"Key.backspace,'d'",0.06729507446289062
"'d',Key.space",0.08453106880187988
"Key.space,'i'",0.21290802955627441
"'i','n'",0.08006477355957031
"'n',Key.space",0.1280841827392578
"Key.space,'o'",1.0110318660736084
"'o','n'",0.07209610939025879
"'n',Key.space",0.09577798843383789
"Key.space,'a'",0.114044189453125
"'a',Key.space",0.0809469223022461
"Key.space,'c'",0.19901394844055176
"'c','o'",0.15781807899475098
"'o','n'",0.22215986251831055
"'n','s'",0.14813590049743652
"'s','u'",0.1867051124572754
"'u','r'",0.11601591110229492
"'r','m'",0.19720697402954102
"'m',Key.backspace",0.27297115325927734
"Key.backspace,Key.backspace",0.10757899284362793
"Key.backspace,'m'",0.39144086837768555
"'m','e'",0.09198594093322754
"'e','r'",0.08333730697631836
"'r',Key.space",0.08466386795043945
"Key.space,'c'",0.2100059986114502
"'c','o'",0.0560450553894043
"'o',Key.backspace",0.5028378963470459
"Key.backspace,'u'",0.21796607971191406
"'u','l'",0.15215587615966797
"'l','t'",0.12805891036987305
"'t','u'",0.127838134765625
"'u','r'",0.0999760627746582
"'r','e'",0.07581686973571777
"'e',Key.space",0.1402301788330078
"Key.space,'a'",0.11370611190795898
"'a','n'",0.04202079772949219
"'n','d'",0.1460878849029541
"'d',Key.space",0.0720832347869873
"Key.space,'c'",0.3520479202270508
"'c','o'",0.09644794464111328
"'o','m'",0.17565011978149414
"'m','m'",0.14795804023742676
"'m','o'",0.15593481063842773
"'o','d'",0.10417509078979492
"'d','i'",0.26386117935180664
"'i','t'",0.16401886940002441
"'t','y'",0.07571196556091309
"'y',Key.space",0.11693692207336426
"Key.space,'f'",0.21535706520080566
"'f','e'",0.3030588626861572
"'e','t'",0.31289124488830566
"'t','i'",0.2517249584197998
"'i','s'",0.15992403030395508
"'s','h'",0.12842488288879395
"'h','i'",0.17000603675842285
"'i','s'",0.2266848087310791
"'s','m'",0.15601611137390137
"'m','s'",0.4562408924102783
"'s',Key.backspace",0.42186498641967773
"Key.backspace,Key.enter",1.0349252223968506
"Key.enter,Key.tab",1.06296706199646
"Key.tab,'p'",0.3153378963470459
"'p','e'",0.10378193855285645
"'e','o'",0.03566098213195801
"'o','p'",0.12380313873291016
"'p','l'",0.12440681457519531
"'l','e'",0.09596800804138184
"'e',Key.space",0.05950212478637695
"Key.space,'o'",0.3476898670196533
"'o','n'",0.08390498161315918
"'n','l'",0.14775300025939941
"'l','y'",0.20045995712280273
"'y',Key.space",0.09547805786132812
"Key.space,'i'",0.14776086807250977
"'i','n'",0.07249736785888672
"'n','t'",0.0594480037689209
"'t','e'",0.13964486122131348
"'e','r'",0.08374404907226562
"'r','e'",0.1560649871826172
"'e','s'",0.09726595878601074
"'s','t'",0.17470502853393555
"'t','e'",0.18405795097351074
"'e','d'",0.2167649269104004
"'d',Key.space",0.11191797256469727
"Key.space,'i'",0.14620232582092285
"'i','n'",0.07220888137817383
"'n',Key.space",0.08852386474609375
"Key.space,'b'",0.34649014472961426
"'b','u'",0.055995941162109375
"'u','y'",0.17601799964904785
"'y','i'",0.2155461311340332
"'i','n'",0.06438493728637695
"'n','g'",0.1436927318572998
"'g',Key.space",0.08011317253112793
"Key.space,'s'",0.11596107482910156
"'s','h'",0.07269787788391113
"'h','i'",0.07591700553894043
"'i','t'",0.04764294624328613
"'t',Key.enter",0.6729021072387695
"Key.enter,Key.shift",0.3886849880218506
"Key.shift,'Q'",0.15657401084899902
"'Q',Key.tab",0.00022792816162109375
"Key.tab,Key.backspace",0.8205082416534424
"Key.backspace,Key.tab",0.1476750373840332
"'c','o'",0.05206894874572754
"'o','n'",0.09136199951171875
"'n','s'",0.15838003158569336
"'s','u'",0.07233905792236328
"'u','m'",0.18778204917907715
"'m','e'",0.10000777244567871
"'e','r'",0.05579018592834473
"'r',Key.space",0.11987090110778809
"Key.space,'c'",0.4003279209136963
"'c','u'",0.16206908226013184
"'u','l'",0.22981905937194824
"'l','t'",0.23638391494750977
"'t','u'",0.18453502655029297
"'u','r'",0.33588314056396484
"'r','e'",0.2543208599090576
"'e',Key.space",0.41792893409729004
"Key.space,'i'",0.13399291038513184
"'i','s'",0.05202937126159668
"'s',Key.space",0.08366179466247559
"Key.space,'b'",0.1891498565673828
"'b','u'",0.08805704116821289
"'u','y'",0.16927313804626465
"'y','i'",0.2029588222503662
"'i','n'",0.07599425315856934
"'n','g'",0.1318960189819336
"'g',Key.space",0.0757758617401123
"Key.space,'s'",0.1689150333404541
"'s','t'",0.1111140251159668
"'t','u'",0.13224506378173828
"'u','f'",0.06354093551635742
"'f','f'",0.13722801208496094
"'f',Key.space",0.08786392211914062
"Key.space,'y'",0.17619800567626953
"'y','o'",0.1104581356048584
"'o','u'",0.0966489315032959
"'u',Key.space",0.15172100067138672
"Key.space,'w'",0.07237815856933594
"'w','a'",0.10764861106872559
"'a','n'",0.13214731216430664
"'n','t'",0.1036679744720459
"'t',Key.space",0.19140100479125977
"Key.space,'n'",0.4790608882904053
"'n','o'",0.11193704605102539
"'o','t'",0.11553788185119629
"'t',Key.space",0.045098066329956055
"Key.space,'w'",0.3843650817871094
"'w','h'",0.14737677574157715
"'h','a'",0.08861017227172852
"'a','t'",0.08782696723937988
"'t',Key.space",0.11203193664550781
"Key.space,'y'",0.1641390323638916
"'y','o'",0.12391114234924316
"'o','u'",0.11215090751647949
"'u',Key.space",0.1157069206237793
"Key.space,'n'",0.14413905143737793
"'n','e'",0.08121395111083984
"'e','e'",0.11787796020507812
"'e','d'",0.1871931552886963
"Key.enter,Key.tab",0.09982013702392578
"Key.tab,'g'",0.4654660224914551
"'g','o'",0.11138486862182617
"'o','i'",0.0160219669342041
"'i','n'",0.14060425758361816
"'n','g'",0.031384944915771484
"'g',Key.space",0.11945104598999023
"Key.space,'s'",0.2991349697113037
"'s','h'",0.09206295013427734
"'h','o'",0.2139909267425537
"'o','p'",0.02733898162841797
"'p','p'",0.5331630706787109
"'p','i'",0.22925901412963867
"'i','n'",0.10010004043579102
"'n','g'",0.07210016250610352
"'g',Key.space",0.09393572807312012
"Key.space,'f'",0.09607195854187012
"'f','o'",0.10183024406433105
"'o','r'",0.07999587059020996
"'r',Key.space",0.06374406814575195
"Key.space,'s'",0.13639092445373535
"'s','h'",0.07589006423950195
"'h','o'",0.23107576370239258
"'o','p'",0.21972918510437012
"'p','p'",0.15426301956176758
"'p','i'",0.21947407722473145
"'i','n'",0.08445596694946289
"'n','g'",0.09606289863586426
"'g',Key.space",0.07989907264709473
"Key.space,'s'",0.1160898208618164
"'s','a'",0.39330315589904785
"'a','k'",0.09529590606689453
"'k','e'",0.0761570930480957
"'e',Key.enter",0.5347850322723389
"Key.enter,Key.shift",0.2521960735321045
"Key.shift,Key.tab",0.14026689529418945
"'f','u'",0.10726189613342285
"'u','e'",0.07544398307800293
"'e','l'",0.09689021110534668
"'l','e'",0.4889390468597412
"'e','d'",0.1848287582397461
"'d',Key.space",0.11959505081176758
"Key.space,'b'",0.20578789710998535
"'b','y'",0.1151270866394043
"'y',Key.space",0.12385725975036621
"Key.space,Key.shift",0.5515997409820557
"Key.shift,'T'",0.08805513381958008
"'T','V'",0.25606799125671387
"'V',Key.space",0.3428170680999756
"Key.space,'a'",0.1201479434967041
"'a','d'",0.18313884735107422
"'d','s'",0.1157071590423584
"'s',Key.space",0.2250370979309082
"Key.space,'a'",0.145035982131958
"'a','n'",0.0999598503112793
"'n','d'",0.03139996528625488
"'d',Key.space",0.13225889205932617
"Key.space,'m'",0.12807416915893555
"'m','a'",0.15264081954956055
"'a','s'",0.11261820793151855
"'s','s'",0.17378497123718262
"'s',Key.space",0.0720970630645752
"Key.space,'m'",0.1358180046081543
"'m','e'",0.044232845306396484
"'e','d'",0.17511606216430664
"'d','i'",0.15197491645812988
"'i','a'",0.019336938858032227
"Key.enter,'i'",0.27768993377685547
"'i','m'",0.3082270622253418
"'m','a'",0.12025713920593262
"'a','g'",0.1450488567352295
"'g','e'",0.11191201210021973
"'e','s'",0.15550494194030762
"'s',Key.space",0.1124880313873291
"Key.space,'o'",0.18813514709472656
"'o','f'",0.09589886665344238
"'f',Key.space",0.10363411903381348
"Key.space,'s'",0.1465129852294922
"'s','u'",0.10804200172424316
"'u','p'",0.1588268280029297
"'p','p'",0.5789680480957031
"'p','l'",0.22896599769592285
"'l','a'",0.14386200904846191
"'a','n'",0.1122429370880127
"'n','t'",0.15765905380249023
"'t','e'",0.1201019287109375
"'e','d'",0.18520617485046387
"'d',Key.space",0.1519300937652588
"Key.space,'a'",1.3140227794647217
"'a','c'",0.15798187255859375
"'c','t'",0.20973539352416992
"'t','u'",0.0562129020690918
"'u','a'",0.12389302253723145
"'a','l'",0.07606196403503418
"'l',Key.space",0.1600329875946045
"Key.space,'h'",0.5870249271392822
"'h','u'",0.3700399398803711
"'u','m'",0.22292304039001465
"'m','a'",0.16286110877990723
"'a','n'",0.07616996765136719
"'n',Key.space",0.14826703071594238
"Key.space,'i'",0.18947982788085938
"'i','n'",0.055289268493652344
"'n','t'",0.05167675018310547
"'t','e'",0.12325906753540039
"'e','r'",0.09594297409057617
"'r','a'",0.1276869773864746
"'a','c'",0.19633102416992188
"'c','t'",0.17407989501953125
"'t','i'",0.06801795959472656
"'i','o'",0.015438079833984375
"'o','n'",0.08024001121520996
"'h','a'",0.03211188316345215
"'a','v'",0.13189291954040527
"'v','e'",0.06791090965270996
"'e',Key.tab",1.2453601360321045
"Key.tab,Key.shift",0.7080378532409668
"Key.shift,Key.tab",0.2122502326965332
"Key.tab,Key.enter",0.4339439868927002
"Key.enter,Key.tab",0.1918478012084961
"Key.tab,'c'",0.5161092281341553
"'c','o'",0.10800695419311523
"'o','n'",0.09614896774291992
"'n','v'",0.019205093383789062
"'v','e'",0.1573927402496338
"'e','r'",0.08818793296813965
"'r','s'",0.24608111381530762
"'s','a'",0.4290790557861328
"'a','t'",0.11188912391662598
"'t','i'",0.09549498558044434
"'i','o'",0.0805058479309082
"'o','n'",0.07956290245056152
"'n','s'",0.12382221221923828
"'s',Key.space",0.13646793365478516
"Key.space,'i'",0.5244619846343994
"'i',Key.backspace",0.7393321990966797
"Key.cmd,Key.alt",0.8640389442443848
"Key.alt,Key.backspace",0.18788385391235352
"Key.backspace,Key.backspace",0.7231729030609131
"Key.backspace,Key.backspace",0.48003625869750977
"Key.backspace,Key.backspace",0.4617118835449219
"Key.backspace,Key.backspace",0.5572249889373779
"Key.enter,'s'",0.5148310661315918
"'s','o'",0.16561079025268555
"'o','c'",0.06056928634643555
"'c','i'",0.20201992988586426
"'i','a'",0.11198997497558594
"'a','l'",0.15895795822143555
"'l',Key.space",0.11590003967285156
"Key.space,'r'",0.3001089096069336
"'r','e'",0.08805513381958008
"'e','l'",0.1473829746246338
"'l','a'",0.13232898712158203
"'a','t'",0.10830903053283691
"'t','i'",0.07966089248657227
"'i','o'",0.08367514610290527
"'o','n'",0.07259798049926758
"'n','s'",0.15167808532714844
"'s','h'",0.2611048221588135
"'h','i'",0.00386810302734375
"'i','p'",0.12410092353820801
"Key.space,'m'",0.273317813873291
"'m','e'",0.11202502250671387
"'e','d'",0.17773199081420898
"'d','i'",0.12159514427185059
"'i','a'",0.080657958984375
"'a','t'",0.17367291450500488
"'t','e'",0.08842897415161133
"'e','d'",0.19794893264770508
"'d',Key.space",0.1037912368774414
"Key.space,'b'",0.2881357669830322
"'b','y'",0.16021108627319336
"'y',Key.space",0.08779788017272949
"Key.space,'i'",0.19971823692321777
"'i','m'",0.10819673538208008
"'m','a'",0.04350614547729492
"'a','g'",0.12427997589111328
"'g','e'",0.1162569522857666
"'e','s'",0.08403301239013672
"Key.enter,Key.shift",0.13642120361328125
"Key.shift,Key.tab",0.3561427593231201
"Key.tab,Key.shift",0.695385217666626
"Key.shift,'B'",0.35597681999206543
"'B','o'",0.26491308212280273
"'o','u'",0.19979310035705566
"'u',Key.backspace",0.9811439514160156
"Key.backspace,Key.backspace",0.10407519340515137
"Key.backspace,'a'",0.07665586471557617
"'a','u'",0.23744678497314453
"'u','d'",0.09821820259094238
"'d','r'",0.19665193557739258
"'r','i'",0.10410904884338379
"'i','l'",0.144913911819458
"'l','l'",0.14383292198181152
"'l','a'",0.19524931907653809
"'a','r'",0.1721196174621582
"'r','d'",0.21955609321594238
"'d',Key.enter",0.774165153503418
"Key.enter,Key.tab",0.25496387481689453
"Key.tab,'s'",0.8227388858795166
"'s','i'",0.08431220054626465
"'i','m'",0.18772196769714355
"'m','u'",0.3302321434020996
"'u','l'",0.17137980461120605
"'l','a'",0.3678750991821289
"'a','t'",0.15152215957641602
"'t',Key.backspace",0.39507484436035156
"Key.backspace,'c'",0.0915670394897461
"'c','t'",0.19126391410827637
"'t','i'",0.12404108047485352
"'i','o'",0.11621403694152832
"'o','n'",0.06000995635986328
"'n',Key.space",0.6209180355072021
"Key.space,'o'",0.4748058319091797
"'o','f'",0.08426094055175781
"'f',Key.space",0.03715109825134277
"Key.space,'r'",0.18271088600158691
"'r','e'",0.14009714126586914
"'e','a'",0.13976597785949707
"'a','c'",0.24651217460632324
"'c',Key.backspace",0.4556920528411865
"Key.backspace,'l'",0.2010958194732666
"'l','t'",0.09589004516601562
"'t','y'",0.13910603523254395
"'y',Key.backspace",0.5118777751922607
"Key.backspace,Key.backspace",0.10152697563171387
"Key.backspace,'i'",0.3983440399169922
"'i','t'",0.11583995819091797
"'t','y'",0.08418512344360352
"Key.shift,Key.cmd",0.718116044998169
"Key.cmd,'å'",0.17171883583068848
"'å',Key.shift",0.6353042125701904
"Key.shift,'B'",0.11999177932739258
"'B','a'",0.15761923789978027
"'a','u'",0.14193105697631836
"'u','d'",0.08778095245361328
"'d','r'",0.19743776321411133
"'r','i'",0.1331462860107422
"'i','l'",0.19204401969909668
"'l','l'",0.12293791770935059
"'l','a'",0.09541082382202148
"'a','r'",0.18843317031860352
"'r','d'",0.6231839656829834
"'d',Key.space",0.6557538509368896
"'s','i'",0.1364579200744629
"'i','m'",0.17088103294372559
"'m','u'",0.25659918785095215
"'u','l'",0.15804004669189453
"'l','a'",0.14525699615478516
"'a','c'",0.2210237979888916
"'c','r'",0.19106602668762207
"'r','a'",0.09611701965332031
"Key.enter,Key.tab",0.18821215629577637
"Key.tab,'i'",0.7360961437225342
"'i','t'",0.1359717845916748
"'t','",0.03540825843811035
"','s'",0.18483781814575195
"'s',Key.space",0.02818894386291504
"Key.space,'a'",0.5610532760620117
"'a','l'",0.15252470970153809
"'l','l'",0.1179511547088623
"'l',Key.space",0.11560201644897461
"Key.space,'a'",0.2294600009918213
"'a',Key.space",0.10778379440307617
"Key.space,'c'",0.23688602447509766
"'c','o'",0.10040616989135742
"'o','n'",0.08388590812683105
"'n','s'",0.059448957443237305
"'s','u'",0.2185840606689453
"'u',Key.backspace",0.3948841094970703
"Key.backspace,'t'",0.1900789737701416
"'t','r'",0.17995691299438477
"'r','u'",0.11221885681152344
"'u','c'",0.3306550979614258
"'c','t'",0.298022985458374
"'t','i'",0.10802102088928223
"'i','o'",0.07987809181213379
"'o','n'",0.08814692497253418
"Key.space,'n'",0.15998101234436035
"'n','o'",0.09203004837036133
"'o','t'",0.09597897529602051
"'t',Key.space",0.09714198112487793
"Key.space,'r'",0.11079025268554688
"'r','e'",0.06777071952819824
"'e','a'",0.10763716697692871
"'a','l'",0.08832693099975586
"'l',Key.enter",0.4973421096801758
"Key.enter,Key.shift",0.11323404312133789
"Key.shift,Key.tab",0.09258270263671875
"'t','v'",0.3572399616241455
"'v',Key.backspace",0.4355449676513672
"Key.backspace,Key.backspace",0.11016607284545898
"Key.backspace,Key.shift",0.10399818420410156
"Key.shift,'T'",0.12012982368469238
"'T','V'",0.2872610092163086
"'V',Key.space",0.2576630115509033
"Key.space,'a'",0.1529381275177002
"'a','d'",0.1634359359741211
"'d','s'",0.10861396789550781
"'s',Key.space",0.15599894523620605
"Key.space,'p'",0.3371272087097168
"'p','r'",0.08771872520446777
"'r','o'",0.10024189949035645
"'o','m'",0.17192912101745605
"'m','o'",0.16417503356933594
"'o','t'",0.14371299743652344
"'t','e'",0.11146903038024902
"'e',Key.space",0.10416197776794434
"Key.space,'a'",0.10930395126342773
"'a',Key.space",0.10808420181274414
"Key.space,'d'",0.42310070991516113
"'d','e'",0.15798711776733398
"'e','c'",0.22702693939208984
"'c','e'",0.20864510536193848
"'e','n'",0.11170697212219238
"'n','t'",0.09671187400817871
"'t','e'",0.18592095375061035
"'e','r'",0.29300522804260254
"'r','e'",0.13195395469665527
"'e','d'",0.24272394180297852
"'d',Key.space",0.16660714149475098
"Key.space,'s'",0.7246208190917969
"'s','u'",0.1868431568145752
"'u','b'",0.06826972961425781
"'b','m'",0.18763422966003418
"'m',Key.backspace",0.390625
"Key.backspace,'j'",0.22556304931640625
"'j','e'",0.08783197402954102
"'e','c'",0.1920299530029297
"'c','t'",0.21394896507263184
"Key.enter,Key.shift",0.2631568908691406
"Key.shift,Key.tab",0.13957905769348145
"Key.tab,Key.tab",0.8670470714569092
"Key.tab,'c'",0.5805771350860596
"'c','r'",0.1897740364074707
"'r','e'",0.07274913787841797
"'e','a'",0.06403088569641113
"'a','t'",0.14405512809753418
"'t','e'",0.09181070327758789
"'e','d'",0.13597702980041504
"'d',Key.space",0.13599205017089844
"Key.space,Key.backspace",0.34257984161376953
"Key.backspace,Key.backspace",0.21805310249328613
"Key.backspace,'s'",0.10408926010131836
"'s',Key.space",0.13608670234680176
"Key.space,'a'",0.1036672592163086
"'a',Key.space",0.11880779266357422
"Key.space,'s'",0.10895705223083496
"'s','u'",0.18152308464050293
"'u','b'",0.12173175811767578
"'b','m'",0.1769871711730957
"'m',Key.backspace",0.38748598098754883
"Key.backspace,'j'",0.24499821662902832
"'j','e'",0.10396289825439453
"'e','c'",0.20795679092407227
"'c','t'",0.24416017532348633
"'t',Key.space",0.127593994140625
"Key.space,'t'",0.3820531368255615
"'t','h'",0.07222390174865723
"'h','a'",0.05939793586730957
"'a','t'",0.0843040943145752
"'t',Key.space",0.10783576965332031
"Key.space,'i'",0.1321711540222168
"'i','s'",0.04435086250305176
"'s',Key.space",0.11191415786743164
"Key.space,'d'",0.1708238124847412
"'d','y'",0.1593170166015625
"'y','i'",0.16457223892211914
"'i','n'",0.08432793617248535
"'n','g'",0.09983396530151367
"'g',Key.space",0.06411099433898926
"Key.space,'t'",0.12400412559509277
"'t','o'",0.09198999404907227
"'o',Key.space",0.0919497013092041
"Key.space,'b'",0.20191311836242676
"'b','u'",0.177260160446167
"'u','y'",0.19063377380371094
"'y',Key.space",0.14041399955749512
"Key.space,Key.shift",0.22766518592834473
"Key.shift,'_'",0.34018802642822266
"'_','_'",0.11140990257263184
"'_','_'",0.11270999908447266
"'_','_'",0.10009098052978516
"'_','_'",0.11183881759643555
"'_',Key.enter",0.5035791397094727
"Key.enter,Key.shift",0.4880709648132324
"Key.shift,Key.esc",0.18814802169799805
"Key.esc,Key.tab",0.08023810386657715
"Key.shift,Key.tab",0.11584591865539551
"Key.tab,'t'",0.4940168857574463
"'t',Key.backspace",0.6079952716827393
"Key.backspace,Key.shift",0.07936692237854004
"Key.shift,'T'",0.152662992477417
"'T','V'",0.3236820697784424
"'V',Key.space",0.3132050037384033
"Key.space,'a'",0.1280968189239502
"'a','d'",0.25810694694519043
"'d',Key.space",0.21077728271484375
"Key.space,'i'",0.19817280769348145
"'i','s'",0.11653995513916016
"'s',Key.space",0.5662379264831543
"Key.space,'h'",0.20000004768371582
